Minimum Sense Count,Maximum Sense Count,Mean Sense Count,Minimum Fitness,Maximum Fitness,Mean Fitness,Minimum Function Calls,Maximum Function Calls,Mean Function Calls,Minimum Function Forks,Maximum Function Forks,Mean Function Forks,Minimum Function Calls & Forks,Maximum Function Calls & Forks,Mean Funciton Calls & Forks,Minimum Guess0 Count,Maximum Guess0 Count,Mean Guess0 Count,Minimum Guess1 Count,Maximum Guess1 Count,Mean Guess1 Count
0,18.14,2.22244,-100,65,44.29,0,7121,196.373,0,0,0,0,7121,196.373,0,26.84,2.13864,0,40.36,1.84938
0,32.64,2.37992,-100,61,43.96,0,6143,217.6,0,0,0,0,6143,217.6,0,26.64,2.27084,0,40.06,1.9644
0,43.88,2.48168,-100,59,43.337,0,8029,256.048,0,0,0,0,8029,256.048,0,26.56,2.42378,0,40.26,1.87766
0,43.92,2.39358,-100,59,45.546,0,7329,298,0,0,0,0,7329,298,0,17.24,2.51338,0,40.08,1.79142
0,19.16,2.30782,-100,61,44.839,0,8039,298.649,0,0,0,0,8039,298.649,0,21.16,2.44388,0,23.86,1.5425
0,23.86,2.36484,-100,65,41.024,0,8068,278.102,0,0,0,0,8068,278.102,0,21.98,2.61742,0,16.96,1.4094
0,36.46,2.41344,-100,59,44.258,0,8062,287.435,0,0,0,0,8062,287.435,0,21.18,2.68558,0,12.88,1.43548
0,20.78,2.40012,-100,58,45.709,0,6376,271.342,0,0,0,0,6376,271.342,0,42.96,2.72164,0,15.08,1.56144
0,24.5,2.39452,-100,65,44.901,0,7434,311.212,0,0,0,0,7434,311.212,0,42.74,2.70722,0,14.78,1.51818
0,24.62,2.46978,-100,64,43.987,0,7302,344.679,0,0,0,0,7302,344.679,0,45.56,2.72644,0,39.54,1.6035
0,28.2,2.36044,-100,64,46.008,0,6317,289.67,0,0,0,0,6317,289.67,0,43.42,2.7003,0,34.7,1.64244
0,41.42,2.42746,-100,66,47.075,0,6551,275.076,0,0,0,0,6551,275.076,0,43.68,2.74924,0,39.16,1.78048
0,59.32,2.51204,-100,66,44.302,0,7044,319.949,0,0,0,0,7044,319.949,0,49.64,2.69784,0,45.56,1.71858
0,40.32,2.47526,-100,66,45.975,0,6409,269.541,0,0,0,0,6409,269.541,0,44.06,2.74552,0,43.56,1.6914
0,42.62,2.55698,-100,65,45.842,0,6412,280.75,0,0,0,0,6412,280.75,0,44.66,2.63272,0,18.52,1.73258
0,12.88,2.4213,-100,63,47.163,0,6871,262.623,0,0,0,0,6871,262.623,0,43.22,2.6211,0,13.16,1.69804
0,38.9,2.585,-100,63,47.31,0,6257,284.017,0,0,0,0,6257,284.017,0,42.04,2.54,0,13.04,1.68904
0,37.66,2.65716,-100,95,46.9,0,6294,261.241,0,0,0,0,6294,261.241,0,44.3,2.61532,0,8,1.62742
0,39.32,2.56724,-100,65,47.045,0,4980,225.9,0,0,0,0,4980,225.9,0,33.52,2.38994,0,19.62,1.69012
0,39.08,2.8012,-100,65,48.119,0,6017,224.399,0,0,0,0,6017,224.399,0,42.88,2.46442,0,19.52,1.71092
0,39.98,2.88118,-100,75,47.926,0,6073,234.099,0,0,0,0,6073,234.099,0,49.8,2.5188,0,15.36,1.74056
0,36.58,3.17882,-100,64,47.608,0,5997,218.265,0,0,0,0,5997,218.265,0,18.04,2.45866,0,16.08,1.7218
0,32.5,3.17716,-100,68,48.129,0,6312,209.12,0,0,0,0,6312,209.12,0,54.92,2.51116,0,13.12,1.62482
0,50.18,3.31966,-100,68,45.675,0,5728,208.909,0,0,0,0,5728,208.909,0,59.9,2.54952,0,16.82,1.57456
0,36.3,3.43816,-100,71,47.364,0,7069,235.54,0,0,0,0,7069,235.54,0,54.84,2.43508,0,18.78,1.58766
0,32.32,3.38572,-100,67,47.995,0,6346,214.999,0,0,0,0,6346,214.999,0,20.86,2.36088,0,17.38,1.66404
0,20.34,3.43256,-100,67,48.599,0,6280,218.839,0,0,0,0,6280,218.839,0,36.42,2.39676,0,16.24,1.71396
0,41,3.50168,-100,74,50.714,0,6284,208.825,0,0,0,0,6284,208.825,0,36.38,2.45002,0,24.68,1.62314
0,26.06,3.55914,-100,69,47.866,0,6281,214.402,0,0,0,0,6281,214.402,0,36.06,2.40602,0,24.02,1.62252
0,26.08,3.46706,-100,74,46.191,0,8056,211.408,0,0,0,0,8056,211.408,0,17.78,2.24334,0,24.1,1.55814
0,36.7,3.50826,-100,75,49.216,0,7009,208.265,0,0,0,0,7009,208.265,0,60.74,2.41962,0,12.16,1.51362
0,38.08,3.6088,-100,66,47.715,0,3157,205.123,0,0,0,0,3157,205.123,0,61.92,2.39048,0,16.28,1.5455
0,24.6,3.72406,-100,72,50.116,0,3206,197.449,0,0,0,0,3206,197.449,0,61.98,2.44882,0,11.36,1.53764
0,24.18,3.76786,-100,68,45.804,0,3325,195.784,0,0,0,0,3325,195.784,0,17.98,2.395,0,8.26,1.56264
0,63.26,3.90616,-100,68,48.552,0,3212,201.663,0,0,0,0,3212,201.663,0,24.28,2.39622,0,18.7,1.65266
0,36.66,3.76864,-100,66,48.194,0,6491,210.189,0,0,0,0,6491,210.189,0,20.2,2.39464,0,13.24,1.65448
0,53.66,3.79208,-100,69,47.85,0,8055,243.986,0,0,0,0,8055,243.986,0,20.24,2.39628,0,11.42,1.62634
0,53.58,3.86252,-100,74,51.46,0,6638,249.512,0,0,0,0,6638,249.512,0,31.78,2.51974,0,8.22,1.57526
0,23.76,3.61556,-100,65,48.42,0,6657,242.05,0,0,0,0,6657,242.05,0,27.16,2.54472,0,11.06,1.64324
0,28.08,3.55344,-100,71,48.085,0,8072,250.682,0,0,0,0,8072,250.682,0,18.82,2.58244,0,27.52,1.63082
0,18.98,3.56516,-100,66,49.835,0,7767,204.919,0,0,0,0,7767,204.919,0,22.02,2.55458,0,26.68,1.63694
0,27.7,3.4257,-100,66,48.849,0,6414,205.911,0,0,0,0,6414,205.911,0,20.78,2.52512,0,29.58,1.62814
0,67.82,3.63332,-100,69,49.628,0,8099,225.018,0,0,0,0,8099,225.018,0,16.32,2.51244,0,28.94,1.71754
0,53.34,3.63106,-100,66,51.301,0,6539,234.946,0,0,0,0,6539,234.946,0,40.16,2.56816,0,17.14,1.67984
0,34.48,3.60852,-100,71,50.52,0,6867,235.343,0,0,0,0,6867,235.343,0,26.48,2.6396,0,17.14,1.76156
0,18.84,3.35314,-100,71,49.469,0,6836,220.569,0,0,0,0,6836,220.569,0,24.38,2.5654,0,38.4,1.8267
0,38.42,3.43962,-100,72,50.175,0,6862,231.026,0,0,0,0,6862,231.026,0,15.8,2.5221,0,17.6,1.79284
0,37.92,3.42712,-100,76,49.962,0,8068,247.245,0,0,0,0,8068,247.245,0,46.02,2.63686,0,17.6,1.90844
0,36.06,3.42154,-100,72,49.556,0,6858,241.56,0,0,0,0,6858,241.56,0,45.58,2.72926,0,24.36,1.8894
0,23.34,3.35068,-100,71,50.403,0,6846,275.933,0,0,0,0,6846,275.933,0,22.7,2.65708,0,14.92,1.91538
0,23.26,3.4955,-100,65,50.449,0,8043,270.432,0,0,0,0,8043,270.432,0,20.82,2.71302,0,15.82,1.98656
0,33.86,3.75546,-100,70,51.88,0,8008,251.647,0,0,0,0,8008,251.647,0,19.9,2.83926,0,15.66,1.81746
0,32.7,3.723,-100,70,51.162,0,7057,236.597,0,0,0,0,7057,236.597,0,40.24,2.80666,0,74,1.9615
0,34.42,3.71224,-100,75,50.745,0,6798,202.642,0,0,0,0,6798,202.642,0,23.26,2.8105,0,22.98,1.90004
0,43.52,3.7072,-100,68,49.494,0,6767,218.5,0,0,0,0,6767,218.5,0,25.72,2.87312,0,16.06,1.9628
0,81,3.66006,-100,67,49.996,0,7180,246.338,0,0,0,0,7180,246.338,0,22.98,2.84796,0,19.46,1.995
0,63.76,3.67442,-100,74,52.694,0,7109,257.065,0,0,0,0,7109,257.065,0,25.2,2.79058,0,15.94,1.95942
0,43.78,3.55956,-100,72,52.298,0,7085,244.789,0,0,0,0,7085,244.789,0,20.18,2.81498,0,16.04,1.94496
0,59.38,3.92886,-100,76,51.277,0,7657,267.813,0,0,0,0,7657,267.813,0,53.72,2.7838,0,27.36,1.94446
0,36.42,3.81814,-100,78,52.833,0,6775,213.099,0,0,0,0,6775,213.099,0,54.12,2.81498,0,27.28,2.04516
0,46.38,3.85262,-100,73,51.799,0,7047,210.867,0,0,0,0,7047,210.867,0,19.84,2.73784,0,32.56,2.01292
0,40.72,3.7408,-100,70,52.675,0,5054,198.08,0,0,0,0,5054,198.08,0,19.98,2.76982,0,23.56,2.04106
0,37.96,3.68312,-100,68,48.873,0,7452,201.258,0,0,0,0,7452,201.258,0,26.72,2.74414,0,24.92,1.9697
0,40.62,3.8743,-100,75,52.395,0,6986,202.516,0,0,0,0,6986,202.516,0,21.64,2.78702,0,24.8,2.00556
0,36.32,3.6086,-100,72,50.648,0,6973,184.943,0,0,0,0,6973,184.943,0,24.06,2.87214,0,23.66,2.07672
0,39.44,3.54128,-100,72,53.174,0,7097,179.655,0,0,0,0,7097,179.655,0,22.14,2.98662,0,20.52,1.9608
0,39.92,3.5546,-100,73,52.961,0,8022,164.204,0,0,0,0,8022,164.204,0,16.14,2.84112,0,16.42,1.95798
0,41.1,3.4176,-100,76,49.484,0,6865,181.896,0,0,0,0,6865,181.896,0,25.2,2.79392,0,22.82,2.12572
0,41.84,3.62076,-100,69,47.989,0,6839,174.258,0,0,0,0,6839,174.258,0,35.42,2.97038,0,25.28,2.1831
0,40.86,3.46842,-100,71,50.941,0,6982,172.05,0,0,0,0,6982,172.05,0,64.9,3.06666,0,54.14,2.1054
0,41.88,3.47824,-100,70,51.229,0,3365,169.819,0,0,0,0,3365,169.819,0,22.84,2.98302,0,22.96,2.15932
0,34.62,3.47298,-100,72,50.99,0,6051,175.131,0,0,0,0,6051,175.131,0,25.62,3.07334,0,19.32,2.26958
0,32.48,3.57976,-100,70,51.982,0,5947,174.565,0,0,0,0,5947,174.565,0,32.94,3.04382,0,22.26,2.44656
0,29.24,3.6438,-100,71,52.873,0,4009,185.379,0,0,0,0,4009,185.379,0,59.94,3.1166,0,27.94,2.48328
0,24.94,3.52784,-100,71,50.856,0,7988,182.188,0,0,0,0,7988,182.188,0,19.16,3.05234,0,18.12,2.47416
0,20.9,3.47026,-100,71,49.746,0,5844,169.277,0,0,0,0,5844,169.277,0,31.24,3.09858,0,50.44,2.58256
0,33.56,3.53334,-100,74,52.163,0,3267,166.367,0,0,0,0,3267,166.367,0,28.58,2.98866,0,53.76,2.51056
0,33.06,3.65962,-100,69,51.49,0,2642,171.446,0,0,0,0,2642,171.446,0,28.64,3.02614,0,54.04,2.6251
0,27.82,3.62496,-100,71,50.778,0,2631,161.265,0,0,0,0,2631,161.265,0,37.62,2.96832,0,17.96,2.56808
0,40.66,3.85508,-100,75,53.345,0,1818,159.338,0,0,0,0,1818,159.338,0,42.92,3.05092,0,17.86,2.48412
0,35.42,3.7871,-100,79,48.76,0,6044,158.17,0,0,0,0,6044,158.17,0,21.86,3.02502,0,16.94,2.55496
0,23.94,3.58808,-100,73,52.997,0,5352,159.041,0,0,0,0,5352,159.041,0,35.34,2.98384,0,22.48,2.46988
0,25.42,3.56848,-100,67,50.685,0,5437,160.7,0,0,0,0,5437,160.7,0,22.12,2.99078,0,41.02,2.6028
0,27.5,3.63978,-100,71,52.071,0,5383,169.447,0,0,0,0,5383,169.447,0,25.56,3.0629,0,40.72,2.64814
0,27.58,3.64052,-100,70,53.248,0,8016,172.094,0,0,0,0,8016,172.094,0,23.82,3.11902,0,19.92,2.59292
0,24.7,3.68622,-100,76,51.484,0,7880,158.575,0,0,0,0,7880,158.575,0,19.92,3.04938,0,18.1,2.64814
0,27.06,3.79398,-100,69,51.644,0,5962,158.53,0,0,0,0,5962,158.53,0,17.74,2.91024,0,16.54,2.64608
0,27.06,3.61118,-100,69,49.493,0,8024,147.602,0,0,0,0,8024,147.602,0,20.12,2.80966,0,17.22,2.62958
0,22.78,3.64952,-100,69,50.995,0,5742,146.055,0,0,0,0,5742,146.055,0,22.38,2.80826,0,11.3,2.63546
0,34.94,3.75676,-100,75,53.589,0,2748,139.152,0,0,0,0,2748,139.152,0,22.52,2.92264,0,17.74,2.6623
0,30.8,3.74344,-100,72,52.154,0,3969,134.902,0,0,0,0,3969,134.902,0,12.02,2.80896,0,38.18,2.74204
0,25.04,3.73664,-100,92,52.93,0,5580,150.295,0,0,0,0,5580,150.295,0,23.02,2.88818,0,42.9,2.83422
0,26.56,3.56156,-100,94,52.443,0,3155,134.193,0,0,0,0,3155,134.193,0,27.94,2.89368,0,23.08,2.79434
0,24.58,3.49322,-100,90,52.336,0,8077,154.891,0,0,0,0,8077,154.891,0,27.84,2.91256,0,16.28,2.67614
0,32.2,3.56964,-100,98,50.961,0,7600,153.071,0,0,0,0,7600,153.071,0,20.94,2.93808,0,22.04,2.80858
0,38.2,3.47326,-100,98,52.846,0,5516,156.42,0,0,0,0,5516,156.42,0,20.3,2.86658,0,20.66,2.67602
0,31.5,3.38184,-100,93,51.906,0,5473,166.249,0,0,0,0,5473,166.249,0,38.72,2.89472,0,23.3,2.65872
0,33.42,3.54636,-100,95,54.103,0,7866,188.118,0,0,0,0,7866,188.118,0,32.22,2.74518,0,22.82,2.69404
0,36.82,3.50644,-100,91,50.908,0,5533,164.113,0,0,0,0,5533,164.113,0,14.16,2.749,0,35.46,2.70006
0,36.46,3.56358,-100,95,52.718,0,5506,161.324,0,0,0,0,5506,161.324,0,36.96,2.92814,0,35.48,2.73818
0,40.02,3.54404,-100,93,53.891,0,5556,154.4,0,0,0,0,5556,154.4,0,31.56,2.81282,0,22.36,2.53926
0,39.32,3.4428,-100,95,51.838,0,7896,153.127,0,0,0,0,7896,153.127,0,33.08,2.84992,0,22.74,2.58382
0,31.08,3.38398,-100,98,57.035,0,5485,146.99,0,0,0,0,5485,146.99,0,32.94,2.86988,0,34.28,2.64596
0,30.78,3.23272,-100,98,51.965,0,8040,163.07,0,0,0,0,8040,163.07,0,33.04,2.95152,0,35.16,2.69436
0,39.98,3.25902,-100,99,52.409,0,5981,167.475,0,0,0,0,5981,167.475,0,31.16,2.95308,0,32.88,2.64698
0,38.98,3.16274,-100,98,54.954,0,6126,149.29,0,0,0,0,6126,149.29,0,66.2,3.04898,0,21.92,2.55404
0,28.96,3.13032,-100,97,55.406,0,5983,136.142,0,0,0,0,5983,136.142,0,58.94,2.99922,0,14.74,2.4332
0,36.5,3.06482,-100,99,54.378,0,2148,123.975,0,0,0,0,2148,123.975,0,32.64,2.92492,0,23.56,2.42032
0,25.2,3.03146,-100,103.54,51.6475,0,8080,148.553,0,0,0,0,8080,148.553,0,65.5,3.06106,0,27.82,2.49318
0,25.74,3.11332,-100,104.17,55.0097,0,7257,148.093,0,0,0,0,7257,148.093,0,26.76,2.9966,0,26.78,2.48084
0,30.58,3.1481,-100,98,54.329,0,2953,146.369,0,0,0,0,2953,146.369,0,17.7,2.99486,0,27.36,2.65858
0,30.5,3.19922,-100,103.91,54.1542,0,2911,142.587,0,0,0,0,2911,142.587,0,24.2,2.99638,0,27.34,2.45096
0,32.1,3.16568,-100,96,53.432,0,6751,161.196,0,0,0,0,6751,161.196,0,48.76,3.15748,0,27.5,2.3609
0,34.3,3.23918,-100,99,55.916,0,5549,145.962,0,0,0,0,5549,145.962,0,23.38,2.89832,0,27.5,2.23838
0,44.86,3.50254,-100,104.17,54.3604,0,8058,152.214,0,0,0,0,8058,152.214,0,24.94,2.7407,0,28.48,2.06562
0,19.24,3.33842,-100,98,55.665,0,2657,148.385,0,0,0,0,2657,148.385,0,22.58,2.74218,0,28.1,1.97256
0,41,3.58032,-100,104.32,57.2598,0,3305,154.418,0,0,0,0,3305,154.418,0,23.24,2.70204,0,29.4,1.9436
0,48.72,3.3932,-100,99,55.272,0,8060,169.691,0,0,0,0,8060,169.691,0,31.78,2.63236,0,31.26,1.9473
0,48.22,3.77584,-100,104.46,57.2995,0,8122,167.836,0,0,0,0,8122,167.836,0,32.96,2.51996,0,42.54,1.92438
0,47.34,3.83306,-100,97,54.515,0,7810,180.49,0,0,0,0,7810,180.49,0,54.08,2.47668,0,32.64,1.82742
0,49.78,3.8556,-100,104.46,55.7966,0,6678,149.711,0,0,0,0,6678,149.711,0,26.7,2.40826,0,34.2,1.81558
0,41.1,3.9667,-100,99,58.212,0,8064,176.198,0,0,0,0,8064,176.198,0,40.76,2.49744,0,19.92,1.76456
0,41.12,3.99786,-100,104.41,57.3811,0,8110,178.912,0,0,0,0,8110,178.912,0,26.62,2.4454,0,22.56,1.79268
0,27.02,4.21104,-100,104.53,62.3206,0,1851,143.035,0,0,0,0,1851,143.035,0,26.82,2.31768,0,22.08,1.78502
0,29.8,4.08928,-100,99,58.556,0,8069,164.03,0,0,0,0,8069,164.03,0,27.76,2.27958,0,20.16,1.68184
0,26.68,4.23874,-100,104.54,63.3294,0,8005,164.12,0,0,0,0,8005,164.12,0,26.72,2.15814,0,32.54,1.72408
0,33.34,4.06828,-100,99,62.341,0,6945,164.404,0,0,0,0,6945,164.404,0,26.62,2.23514,0,14.12,1.56942
0,41.04,4.08842,-100,99,62.324,0,6999,161.776,0,0,0,0,6999,161.776,0,27.84,2.17216,0,27.78,1.63528
0,27.72,4.34748,-100,97,62.951,0,1320,145.46,0,0,0,0,1320,145.46,0,27.32,2.24416,0,13.02,1.584
0,41.1,4.17776,-100,104.75,64.3616,0,6719,152.28,0,0,0,0,6719,152.28,0,26.86,2.28296,0,40.7,1.60362
0,40.78,4.29208,-100,104.75,65.4703,0,3378,166.824,0,0,0,0,3378,166.824,0,37.92,2.55386,0,40.18,1.65488
0,54.4,4.6979,-100,99,62.35,0,2660,167.385,0,0,0,0,2660,167.385,0,37.44,2.51572,0,53.82,1.5838
0,54.34,4.7035,-100,104.75,66.3193,0,3979,165.113,0,0,0,0,3979,165.113,0,28.26,2.74166,0,15.06,1.50538
0,81.44,4.64074,-100,104.75,69.155,0,8051,198.915,0,0,0,0,8051,198.915,0,34.76,2.95506,0,15,1.5522
0,20.88,4.66456,-100,99,68.404,0,1713,169.911,0,0,0,0,1713,169.911,0,32.82,3.0681,0,33.88,1.53802
0,81.36,4.93386,-100,99,67.382,0,4014,199.358,0,0,0,0,4014,199.358,0,35.04,3.19978,0,40.72,1.651
0,28.66,5.14722,-100,98,69.301,0,3446,196.451,0,0,0,0,3446,196.451,0,26.4,3.49928,0,18.24,1.47014
0,41.04,5.0484,-100,99,67.903,0,6607,230.677,0,0,0,0,6607,230.677,0,26.56,3.65338,0,20.1,1.31942
0,80.76,5.18178,-100,99,68.144,0,8047,221.637,0,0,0,0,8047,221.637,0,25.72,3.49676,0,19.82,1.35732
0,80.86,4.71758,-100,104.82,70.9349,0,8096,237.996,0,0,0,0,8096,237.996,0,27.16,3.51834,0,27.54,1.4359
0,33.26,4.95666,-100,104.83,70.1294,0,3259,222.111,0,0,0,0,3259,222.111,0,27.1,3.52672,0,27.2,1.37308
0,41,5.31082,-100,93,65.17,0,8081,265.794,0,0,0,0,8081,265.794,0,31.54,4.32608,0,12,1.19416
0,33.02,5.23094,-100,96,70.608,0,8058,283.604,0,0,0,0,8058,283.604,0,31.8,4.59792,0,9.38,1.22692
0,33.78,5.71704,-100,104.31,70.6453,0,8069,296.018,0,0,0,0,8069,296.018,0,36.72,4.6728,0,10.16,1.2478
0,54.3,5.79768,-100,104.3,66.4693,0,4383,271.504,0,0,0,0,4383,271.504,0,38.76,4.71206,0,26.48,1.25876
0,25.4,6.01762,-100,104.31,71.4613,0,3281,262.527,0,0,0,0,3281,262.527,0,35.64,4.6091,0,9.62,1.35162
0,33,6.20026,-100,104.86,75.2346,0,5842,264.567,0,0,0,0,5842,264.567,0,81.38,4.56604,0,11.28,1.33906
0,79.98,6.4346,-100,104.86,73.5045,0,4010,276.083,0,0,0,0,4010,276.083,0,35.9,4.76012,0,10.92,1.3009
0,41.18,6.47442,-100,103.62,70.9896,0,8043,277.902,0,0,0,0,8043,277.902,0,40.52,4.79482,0,24.16,1.26022
0,29.84,6.45618,-100,104.88,72.7864,0,5952,273.054,0,0,0,0,5952,273.054,0,40.88,4.67816,0,14.32,1.25056
0,54.3,7.44444,-100,104.88,73.7969,0,5915,283.59,0,0,0,0,5915,283.59,0,36.58,5.04738,0,14.12,1.29842
0,41.02,7.732,-100,104.83,72.3638,0,8004,289.967,0,0,0,0,8004,289.967,0,34.2,5.37314,0,14.24,1.22648
0,40.96,8.02042,-100,99,74.628,0,4020,285.38,0,0,0,0,4020,285.38,0,81.48,5.58292,0,11.72,1.1822
0,41.08,7.9427,-100,104.89,75.3512,0,3982,291.26,0,0,0,0,3982,291.26,0,68,5.47404,0,18.54,1.17134
0,42.1,8.56648,-100,98,69.15,0,4025,303.721,0,0,0,0,4025,303.721,0,81.5,6.02122,0,15.94,1.08194
0,40.6,8.9423,-100,104.9,75.8825,0,4020,278.673,0,0,0,0,4020,278.673,0,41.2,5.87632,0,14.4,1.07872
0,80.82,10.0347,-100,90,66.889,0,8076,335.194,0,0,0,0,8076,335.194,0,58.14,6.70652,0,8.44,0.94148
0,41.06,9.63502,-100,104.9,77.0595,0,3180,276.127,0,0,0,0,3180,276.127,0,47.06,5.96046,0,10.52,1.06342
0,33.28,9.808,-100,104.91,80.0978,0,1989,278.914,0,0,0,0,1989,278.914,0,42.78,6.1699,0,12.18,1.03652
0,47.8,9.67178,-100,104.91,80.5056,0,1977,264.909,0,0,0,0,1977,264.909,0,39.38,6.07632,0,7.06,1.00786
0,81.74,9.28302,-100,104.91,78.2123,0,4040,279.414,0,0,0,0,4040,279.414,0,81.12,6.17748,0,32.98,1.04892
0,54.42,9.60728,-100,104.91,78.2351,0,8040,284.69,0,0,0,0,8040,284.69,0,40.72,6.38618,0,17.62,1.01586
0,40.76,9.61986,-100,104.92,78.6027,0,8075,288.548,0,0,0,0,8075,288.548,0,40.74,6.55444,0,17.46,1.02298
0,40.78,9.42898,-100,99,77.449,0,8082,295.495,0,0,0,0,8082,295.495,0,40.56,6.66352,0,17.66,1.05994
0,32.96,10.0121,-100,104.61,77.5806,0,1955,285.965,0,0,0,0,1955,285.965,0,40.3,7.18612,0,15.86,1.0101
0,41.34,9.80318,-100,104.93,82.6582,0,8084,281.075,0,0,0,0,8084,281.075,0,33.32,6.64124,0,15.68,1.01968
0,40.76,9.60266,-100,99,77.523,0,1984,273.664,0,0,0,0,1984,273.664,0,40.38,6.93352,0,15.66,0.9828
0,54.44,9.98948,-100,96,76.371,0,8102,306.753,0,0,0,0,8102,306.753,0,40.2,7.45018,0,20.02,0.96848
0,41.12,9.90118,-100,99,77.527,0,4028,282.84,0,0,0,0,4028,282.84,0,43.02,7.10678,0,16.84,1.0094
0,53.68,9.77728,-100,99,77.742,0,8009,292.901,0,0,0,0,8009,292.901,0,53.56,7.00208,0,16.7,0.98882
0,54.52,9.82138,-100,98,77.677,0,2662,279.292,0,0,0,0,2662,279.292,0,53.82,7.11132,0,15.5,1.03058
0,41.1,9.9792,-100,99,78.233,0,8095,302.122,0,0,0,0,8095,302.122,0,41.22,7.3107,0,14.18,1.0209
0,40.78,9.71558,-100,104.92,83.4193,0,1992,265.658,0,0,0,0,1992,265.658,0,40.94,7.41262,0,14.22,1.0438
0,81.34,9.91496,-100,104.93,83.6008,0,4017,278.693,0,0,0,0,4017,278.693,0,40.4,7.41622,0,18.46,1.04714
0,33.8,10.0902,-100,104.94,83.4698,0,8009,290.949,0,0,0,0,8009,290.949,0,46.68,7.55458,0,18.32,1.08666
0,41,10.1642,-100,99,75.964,0,1979,300.99,0,0,0,0,1979,300.99,0,46.4,7.63316,0,20.88,1.08692
0,54.22,10.5236,-100,99,76.782,0,4015,311.704,0,0,0,0,4015,311.704,0,54.4,7.78094,0,13.74,1.04262
0,81.26,10.692,-100,99,76.947,0,8026,312.769,0,0,0,0,8026,312.769,0,40.44,7.71562,0,13.18,1.00454
