Minimum Sense Count,Maximum Sense Count,Mean Sense Count,Minimum Fitness,Maximum Fitness,Mean Fitness,Minimum Guess0 Count,Maximum Guess0 Count,Mean Guess0 Count,Minimum Guess1 Count,Maximum Guess1 Count,Mean Guess1 Count
0,37.5,1.29544,-100,53,46.017,0,60.58,2.12608,0,38.58,2.50542
0,37.52,1.21484,-100,55,47.907,0,38.36,2.05498,0,43,2.71264
0,29.82,1.04982,-100,55,46.406,0,38.22,2.34034,0,76.42,2.66124
0,30.28,1.19138,-100,59,44.993,0,50.46,2.24426,0,76.24,2.95398
0,30.16,1.2673,-100,56,46.391,0,51.32,2.21748,0,76.3,3.02868
0,37.5,1.30976,-100,53,44.87,0,76.44,2.06032,0,76.44,3.1263
0,37.52,1.29688,-100,60,46.32,0,77.02,1.94552,0,76.62,2.85778
0,29.82,1.13138,-100,62,46.549,0,76.64,1.94838,0,76.1,2.91646
0,30.06,1.10138,-100,54,46.099,0,50.4,1.78994,0,76.48,2.6395
0,29.4,1.12566,-100,56,46.859,0,50.42,1.95866,0,76.04,2.71262
0,37.36,1.10904,-100,50,46.409,0,38.48,1.88988,0,76.4,2.4438
0,24.68,1.02616,-100,59,45.811,0,50.5,2.0368,0,76.46,2.46228
0,24.6,1.0748,-100,53,46.703,0,50.38,2.15982,0,76.02,2.26822
0,38.96,1.0105,-100,53,45.185,0,50.22,2.06044,0,76.34,2.2549
0,76.26,1.06772,-100,58,46.53,0,50.58,1.9041,0,76.5,2.56458
0,50.38,1.094,-100,57,43.904,0,50.68,1.7931,0,75.72,2.56044
0,19.6,0.95994,-100,61,45.477,0,50.48,1.95928,0,50.54,2.25552
0,19.6,0.89096,-100,55,45.965,0,50.48,1.90046,0,50.68,2.17516
0,19.52,0.8393,-100,64,46.398,0,50.44,2.06212,0,76.48,2.178
0,41.18,0.86132,-100,55,44.653,0,50.68,2.10044,0,76.02,2.09766
0,47.18,0.87794,-100,57,45.94,0,50.68,2.282,0,75.62,2.09886
0,25.64,0.80668,-100,53,47.296,0,50.46,2.09388,0,57.02,2.2113
0,22.94,0.91914,-100,56,46.243,0,50.66,1.93518,0,50.1,2.14346
0,22.26,0.88868,-100,58,46.39,0,75.32,1.99302,0,37.96,2.02276
0,22.56,0.92672,-100,54,45.799,0,75.98,1.91114,0,38.38,2.26992
0,23.96,0.97044,-100,60,44.752,0,75.36,1.97052,0,43.16,2.41598
0,34.02,1.04158,-100,54,46.926,0,75.88,2.22456,0,43.32,2.82232
0,28.48,1.07692,-100,54,46.098,0,75.36,2.10062,0,50.48,2.85976
0,28.32,1.16566,-100,53,44.757,0,50.64,2.06286,0,56.1,3.26184
0,28.44,1.4377,-100,56,46.846,0,50.48,2.46324,0,55.94,3.50588
0,36.06,1.39782,-100,54,46.366,0,50.54,2.64624,0,50.16,3.4237
0,34.3,1.4042,-100,55,46.293,0,50.84,2.75944,0,38.24,3.5796
0,28.1,1.3738,-100,60,47.267,0,75.78,2.8347,0,56.2,3.50096
0,38.26,1.18098,-100,58,45.067,0,75.68,2.8068,0,56.2,3.28892
0,50.1,1.2185,-100,55,44.447,0,76.28,2.74738,0,61.44,3.37904
0,38.06,1.21212,-100,57,45.037,0,76.34,2.58844,0,61.6,3.3293
0,38.02,1.01688,-100,60,47.003,0,76.66,2.75644,0,61.76,3.09032
0,28.1,0.99348,-100,58,44.609,0,76.08,2.63802,0,61.9,3.44184
0,25.74,1.00298,-100,56,46.401,0,76.64,3.34764,0,74.84,3.68696
0,25.76,0.94104,-100,58,46.264,0,76.48,3.39312,0,61.96,3.66698
0,25.7,0.85506,-100,56,46.93,0,76.3,3.08046,0,69.9,3.82346
0,25.74,0.7846,-100,59,47.735,0,76.32,3.10112,0,75.4,3.70714
0,30.42,0.79772,-100,56,47.741,0,76.8,3.18324,0,75.56,3.74442
0,14.8,0.7289,-100,55,45.941,0,76.52,2.82558,0,61.74,3.39788
0,38.2,0.79684,-100,56,45.802,0,76.42,2.8376,0,61.74,3.29792
0,38.4,0.85198,-100,57,46.697,0,76.5,2.8867,0,61.82,3.47312
0,30.08,0.74248,-100,54,45.5,0,76.12,2.8549,0,61.52,3.49028
0,15.02,0.67876,-100,64,47.018,0,76.18,2.45764,0,61.6,3.86282
0,22.66,0.67112,-100,55,46.837,0,65.44,2.26412,0,61.18,3.8305
0,22.76,0.65704,-100,56,46.998,0,65.02,2.3622,0,76.18,3.66806
0,51.14,0.78628,-100,59,44.612,0,65.22,2.30844,0,76.8,3.98968
0,51.08,0.85668,-100,60,44.614,0,65.14,2.49208,0,76.18,4.14866
0,51.48,0.73258,-100,56,46.004,0,65.18,2.76078,0,61.12,4.474
0,51.2,0.81856,-100,58,46.846,0,65.44,2.99272,0,76.54,4.5486
0,51.42,0.82634,-100,57,46.777,0,65.22,3.1031,0,75.72,4.9574
0,76.28,0.7671,-100,58,46.26,0,65.18,3.52028,0,76.32,5.12746
0,19.76,0.69374,-100,56,47.278,0,65.38,3.5801,0,76.64,5.17352
0,30.46,0.69602,-100,62,46.56,0,76.24,3.6815,0,76.58,5.4293
0,50.86,0.8033,-100,61,47.046,0,76.04,3.9704,0,76.66,5.23232
0,76.4,1.02114,-100,56,46,0,75.88,4.05346,0,62.08,5.71498
0,51.28,1.02082,-100,55,47.433,0,76.44,3.75188,0,61.78,5.06174
0,51.08,1.0139,-100,57,46.388,0,75.44,3.12744,0,62.06,4.7443
0,51.02,0.92856,-100,55,47.037,0,51.1,2.93532,0,76.78,4.6247
0,51.48,1.11206,-100,54,46.857,0,50.94,3.25832,0,76.68,4.07574
0,51.18,1.20868,-100,58,45.951,0,51.26,3.11752,0,76.46,3.3786
0,51.18,1.13268,-100,64,45.739,0,50.64,3.02446,0,61.56,3.31838
0,61.38,1.34046,-100,56,45.421,0,51.26,2.69452,0,75.6,3.9352
0,61.9,1.26368,-100,57,45.804,0,50.82,2.7116,0,61.16,4.03514
0,61.76,1.203,-100,57,46.692,0,50.44,2.83298,0,61.58,4.56562
0,51.54,1.28268,-100,57,46.606,0,33.14,2.6913,0,76.92,4.53184
0,64.94,1.21856,-100,56,45.451,0,50.94,2.56474,0,76.54,4.2379
0,71.34,1.52366,-100,59,45.045,0,51.02,2.35964,0,76.78,4.47928
0,43.52,1.34062,-100,56,45.5,0,51.14,2.57912,0,61.76,3.94954
0,44.08,1.3826,-100,55,46.487,0,43.98,2.551,0,66.14,3.63004
0,76.12,1.26446,-100,57,46.42,0,51.52,2.6324,0,62.18,3.34154
0,43.56,1.36854,-100,56,45.052,0,41.56,2.5231,0,61.98,3.3108
0,43.4,1.42526,-100,56,46.526,0,38.16,2.71672,0,61.28,3.41006
0,38,1.23628,-100,56,47.142,0,38.38,2.6166,0,60.74,3.43628
0,30.88,1.19198,-100,56,46.781,0,36.78,2.60068,0,60.92,3.86218
0,31.04,1.17194,-100,61,45.799,0,75.68,2.47746,0,76.48,4.29606
0,50.34,1.25688,-100,58,46.331,0,30.76,2.5217,0,76.18,3.58194
0,30.02,1.059,-100,54,44.882,0,49.56,2.66296,0,75.6,3.57302
0,29.88,1.02372,-100,54,46.716,0,44.36,2.35234,0,76.34,3.61592
0,42.3,1.08698,-100,53,45.852,0,25.82,2.02658,0,76.18,4.30484
0,30.02,1.04144,-100,55,45.341,0,51.1,1.94612,0,76.22,3.61298
0,30,0.9185,-100,52,45.464,0,46,1.95756,0,76.76,3.42234
0,29.92,0.90428,-100,55,45.791,0,40.98,1.87686,0,75.98,3.31866
0,42.36,1.09018,-100,53,46.197,0,46.12,1.7995,0,76.28,2.95972
0,42.52,1.07712,-100,55,45.497,0,75.86,1.79036,0,76.48,2.91524
0,42.16,1.0769,-100,58,46.713,0,45.84,1.74258,0,75.88,2.99238
0,33,1.1245,-100,54,46.278,0,51.26,1.93862,0,76.04,2.96692
0,32.82,1.18382,-100,62,45.66,0,29.94,1.9126,0,76,3.04044
0,29.86,1.07924,-100,58,45.216,0,29.76,1.81038,0,75.96,3.2657
0,29.96,1.19816,-100,63,44.871,0,29.8,1.87956,0,76.2,3.68294
0,29.98,1.19072,-100,60,46.482,0,51.44,1.9308,0,76.34,3.91702
0,76.12,1.31086,-100,60,45.529,0,38.84,1.98344,0,91.08,3.93656
0,33.64,1.31654,-100,60,44.581,0,38.54,2.26238,0,90.96,3.70426
0,29.84,1.51464,-100,62,46.298,0,38.84,2.6776,0,90.86,3.71832
0,24.86,1.26452,-100,57,45.649,0,50.88,2.6235,0,76.32,3.45524
0,34.06,1.20354,-100,62,46.508,0,50.3,2.89368,0,75.6,3.49568
0,51.4,1.1459,-100,58,46.098,0,51.36,2.54264,0,76.06,3.4645
0,51.36,1.1177,-100,61,44.308,0,51.34,2.59444,0,60.8,3.28704
0,51.48,1.45126,-100,55,46.74,0,51.26,2.9383,0,60.94,3.2075
0,51.2,1.31124,-100,52,46.99,0,51.22,2.97308,0,60.2,2.98004
0,75.94,1.1689,-100,55,46.549,0,51.18,2.74466,0,101.74,2.91318
0,51.38,1.19358,-100,53,43.535,0,51.32,2.8852,0,76.18,3.20028
0,76.28,1.03068,-100,58,45.35,0,75.54,2.99644,0,76.08,3.1107
0,50.98,1.03812,-100,56,46.129,0,76.98,2.5694,0,76.02,3.25436
0,51.34,0.90576,-100,61,44.885,0,76.32,2.57442,0,76.24,2.96998
0,51.3,1.0132,-100,57,44.009,0,75.94,2.55204,0,75.7,2.69656
0,51.36,1.10376,-100,55,44.583,0,76.2,2.48314,0,76.8,2.72954
0,51.42,0.95194,-100,59,46.561,0,76.42,2.30596,0,60.18,2.38922
0,14.9,0.69994,-100,55,45.354,0,76.48,2.32918,0,61,2.30284
0,12.2,0.69334,-100,57,45.892,0,76.24,2.17316,0,60.02,2.33442
0,26.06,0.68366,-100,54,46.1,0,76.22,2.16484,0,60.1,2.66346
0,16.44,0.59578,-100,51,44.585,0,76,2.02416,0,59.68,2.36312
0,20.84,0.66946,-100,54,44.372,0,50.14,1.62126,0,50.94,2.66314
0,20.9,0.57024,-100,54,45.956,0,75.52,1.57812,0,50.64,2.3322
0,16.56,0.59904,-100,52,45.944,0,76.22,1.7933,0,50.5,2.58374
0,28.56,0.58786,-100,54,45.935,0,76.02,1.70854,0,76.62,2.59958
0,27.42,0.46028,-100,55,45.976,0,76.36,1.87194,0,49.96,2.31866
0,27.54,0.44952,-100,58,46.923,0,76.64,1.94208,0,49.8,2.40096
0,27.4,0.39476,-100,55,45.599,0,50.78,1.76466,0,49.48,2.5773
0,9.92,0.3774,-100,56,46.713,0,50.76,1.74686,0,50.38,2.7883
0,11.5,0.30916,-100,52,47.146,0,50.78,1.66466,0,50.58,2.7314
0,18.14,0.32774,-100,51,44.294,0,50.56,1.5718,0,50.44,2.57886
0,12.3,0.30438,-100,55,45.995,0,50.88,1.55896,0,50.86,2.75314
0,22.44,0.39452,-100,56,46.318,0,50.82,1.53334,0,51.16,3.25508
0,22.56,0.4019,-100,58,46.408,0,50.58,1.49928,0,50.7,3.2464
0,30.82,0.41798,-100,52,46.526,0,50.86,1.59876,0,76.22,3.00766
0,19.32,0.42712,-100,51,45.454,0,50.96,1.69718,0,75.88,2.89824
0,18.28,0.47444,-100,53,45.949,0,50.92,1.57374,0,76.22,2.76238
0,16.52,0.44792,-100,54,46.372,0,76.5,1.74824,0,50.74,2.59716
0,21.74,0.53044,-100,56,46.535,0,76.18,1.62332,0,50.88,2.63754
0,19.82,0.61802,-100,56,44.747,0,76.22,1.66678,0,76.38,2.89162
0,19.56,0.55626,-100,55,46.199,0,75.96,1.67608,0,51.38,2.82272
0,20.48,0.4734,-100,60,45.355,0,64.38,1.58314,0,51.32,2.99888
0,19.7,0.47732,-100,55,44.462,0,64.84,1.60194,0,51.34,3.19728
0,23.68,0.53768,-100,57,44.244,0,64.84,1.84652,0,50.5,2.48916
0,20.8,0.55466,-100,50,44.124,0,65.14,2.17762,0,50.5,2.68244
0,18.74,0.58648,-100,55,45.716,0,50.98,1.96036,0,59.86,2.79768
0,19.66,0.5783,-100,50,45.64,0,60.42,1.98048,0,50.48,2.7242
0,38.58,0.60662,-100,51,44.751,0,60.84,1.912,0,50.66,2.59238
0,24.96,0.53128,-100,54,45.13,0,51.3,2.02828,0,50.74,2.27578
0,22.48,0.55912,-100,56,46.352,0,75.54,1.79128,0,50.5,2.57234
0,38.66,0.60698,-100,60,45.994,0,76.12,1.99282,0,50.6,2.84542
0,22.68,0.5869,-100,63,46.235,0,75.7,1.97896,0,75.68,3.01278
0,28.08,0.50438,-100,60,46.121,0,76.6,2.09498,0,76.52,2.70908
0,27.82,0.56928,-100,55,46.272,0,75.9,2.07322,0,76.02,2.5627
0,28.08,0.55816,-100,58,45.806,0,76.38,2.42594,0,76.02,2.77144
0,30.5,0.64348,-100,63,45.051,0,75.98,1.94932,0,51.02,2.56222
0,30.84,0.705,-100,59,45.361,0,76.3,2.02546,0,50.74,2.60848
0,28.38,0.70534,-100,57,46.998,0,38.44,1.84434,0,50.72,2.76774
0,28.6,0.81606,-100,63,46.63,0,35.62,1.62432,0,50.76,2.7298
0,26.62,0.78874,-100,60,46.585,0,75.84,1.834,0,50.34,2.65138
0,26.8,0.77634,-100,66,45.291,0,75.46,1.67316,0,50.5,2.60446
0,26.62,0.81942,-100,62,44.489,0,75.56,1.93984,0,50.36,2.7814
0,50.42,0.96114,-100,63,46.232,0,75.82,2.48598,0,76.1,2.7167
0,26.58,0.90076,-100,61,46.348,0,76.06,2.48658,0,75.62,2.75842
0,29.88,0.98294,-100,59,43.99,0,76.34,2.5182,0,76.36,2.54606
0,26.52,0.97144,-100,55,45.449,0,75.62,2.35884,0,43.1,2.4541
0,25.64,0.88348,-100,60,45.337,0,75.48,2.2218,0,43.42,2.35846
0,29.96,1.1296,-100,63,46.111,0,60.7,2.24028,0,43.04,2.80176
0,26.04,1.06314,-100,58,46.381,0,61.36,2.38634,0,76.24,2.83278
0,50.96,0.94898,-100,55,46.384,0,61.28,2.3232,0,76.14,2.7831
0,29.74,0.92518,-100,59,45.125,0,75.78,2.25092,0,76.36,2.97476
0,31.08,0.83422,-100,57,44.157,0,67.62,2.14776,0,76.48,3.1201
0,31.16,0.80362,-100,57,46.851,0,67.56,2.16432,0,76.2,2.97806
0,35.36,0.82274,-100,56,45.767,0,68.06,2.1379,0,76.56,3.22004
0,22.98,0.709,-100,58,47.015,0,67.68,2.0932,0,76.1,2.90602
0,76.56,0.83262,-100,54,45.351,0,67.12,2.04708,0,76.12,2.66032
0,25.54,0.8728,-100,55,46.084,0,71.92,2.20806,0,75.86,2.80638
0,27.58,0.84502,-100,59,45.613,0,72,2.25618,0,76.42,2.63452
0,30.48,1.04866,-100,56,47.063,0,71.12,2.5154,0,76.28,2.68248
0,30.6,0.91298,-100,59,46.244,0,71.52,2.49652,0,76.28,2.46788
0,27.74,0.97884,-100,57,45.495,0,51.14,2.0107,0,50.46,2.60844
0,30.9,1.10316,-100,60,46.551,0,42.1,2.11488,0,30.98,2.83294
0,37.42,1.21104,-100,61,46.07,0,51.18,2.18632,0,32.12,2.92066
0,31.18,1.23704,-100,58,46.411,0,50.98,2.3911,0,38.46,2.8991
0,31.14,1.28558,-100,67,47.991,0,41.92,2.33756,0,50.12,2.81202
0,75.86,1.43612,-100,74,45.593,0,40.26,2.44934,0,50.26,2.74652
0,37.74,1.58932,-100,77,46.29,0,50.46,2.63556,0,75.54,2.84942
0,38.18,1.59524,-100,76,46.151,0,50.4,2.43964,0,38.44,2.34836
0,51.72,1.94902,-100,75,45.821,0,50.56,2.54248,0,37.24,2.4777
0,76.64,2.6108,-100,76,47.524,0,39.06,2.97864,0,38.64,2.70442
0,34.4,2.64086,-100,77,47.586,0,34.2,3.17914,0,61.18,2.45312
0,34.66,3.50208,-100,79,50.045,0,50.72,3.73046,0,61.22,2.48532
0,76.24,4.21636,-100,82,50.735,0,51.04,4.20088,0,38.92,2.23744
0,76.18,5.2978,-100,81,53.042,0,50,5.45618,0,50.44,2.1313
0,75.8,5.78854,-100,80,54.964,0,46.74,5.69376,0,38.52,1.8948
0,76.76,5.83576,-100,80,56.641,0,76.78,5.60022,0,30.6,1.35122
0,51.3,6.36346,-100,80,57.569,0,55.76,5.99518,0,30.7,1.0749
0,35.22,6.91754,-100,84,60.758,0,29.76,6.51806,0,11.42,0.89746
0,51.2,6.4925,-100,82,61.651,0,29.98,5.91518,0,10.18,0.71072
0,76.44,6.91062,-100,80,62.949,0,29.7,6.36358,0,14.48,0.7205
