Minimum Sense Count,Maximum Sense Count,Mean Sense Count,Minimum Fitness,Maximum Fitness,Mean Fitness,Minimum Guess0 Count,Maximum Guess0 Count,Mean Guess0 Count,Minimum Guess1 Count,Maximum Guess1 Count,Mean Guess1 Count
0,34.78,0.64472,-100,52,45.88,0,100.76,1.57332,0,76.24,3.15552
0,34.52,0.6018,-100,54,45.319,0,75.8,1.5256,0,76.62,3.21348
0,34.98,0.6646,-100,57,47.14,0,75.64,1.6432,0,77.04,3.41862
0,29.68,0.61534,-100,57,46.849,0,38.44,1.5302,0,76.56,3.40494
0,29.8,0.6335,-100,61,45.821,0,60.82,1.59144,0,76.48,3.53828
0,29.74,0.67912,-100,56,46.086,0,75.74,1.73834,0,76.58,3.86702
0,30.08,0.7572,-100,56,46.05,0,26,1.60262,0,76.7,4.3725
0,29.34,0.70296,-100,57,46.132,0,26.04,1.6896,0,76.52,3.64986
0,19.8,0.58552,-100,52,45.469,0,26,1.62078,0,76.52,3.42598
0,8,0.48934,-100,59,43.245,0,25.9,1.63468,0,76.3,3.35578
0,6.58,0.49034,-100,57,46.701,0,26.14,1.72626,0,76.44,3.06946
0,6,0.48914,-100,50,46.848,0,25.84,1.69312,0,76.28,3.06052
0,14.62,0.57886,-100,50,46.685,0,26.16,1.70928,0,76.34,3.00328
0,6,0.58976,-100,55,45.499,0,75.7,1.79418,0,77.08,3.1149
0,30.26,0.66126,-100,60,46.333,0,76.42,1.84444,0,77.14,3.20582
0,30.16,0.6656,-100,57,45.712,0,76.1,1.90426,0,77.3,3.63384
0,8.64,0.61646,-100,56,45.201,0,76.32,2.0231,0,77.12,3.41306
0,25.32,0.62466,-100,59,45.95,0,75.86,1.82198,0,77.36,3.49638
0,9.92,0.62236,-100,57,46.41,0,75.9,1.72052,0,77.3,3.26688
0,27,0.72898,-100,60,43.889,0,76.36,2.01514,0,77.16,3.6106
0,8,0.71938,-100,60,46.568,0,76.16,1.86618,0,76.86,3.2141
0,8,0.6421,-100,61,46.423,0,76.54,2.21376,0,76.46,3.36812
0,10.04,0.59466,-100,62,46.938,0,76.2,2.2852,0,76.36,3.6219
0,8,0.66134,-100,55,46.1,0,76.38,2.1591,0,76.46,3.33148
0,17.32,0.64934,-100,56,46.406,0,76.4,2.23078,0,76.68,3.82658
0,21.28,0.71226,-100,52,45.195,0,76.62,2.2088,0,76.56,4.24626
0,17.7,0.7149,-100,59,45.859,0,76.46,2.35756,0,76.5,3.87082
0,17.84,0.7561,-100,53,45.047,0,76.22,2.44294,0,76.82,3.58248
0,17.8,0.75616,-100,53,45.049,0,76.2,2.71816,0,77.08,4.07326
0,19.06,0.76772,-100,50,46.4,0,77.16,3.1263,0,76.98,3.69866
0,10,0.72626,-100,56,47.306,0,77.18,2.36046,0,76.64,3.6429
0,30.36,0.76456,-100,53,46.403,0,76.4,2.32408,0,76.7,3.31322
0,29.82,0.67696,-100,50,45.794,0,76.64,2.2835,0,76.28,3.01682
0,30.46,0.76996,-100,56,46.252,0,76.48,2.64632,0,76.44,2.75822
0,30.24,0.82566,-100,51,45.046,0,76.42,2.7905,0,76.72,2.3798
0,30.32,0.81762,-100,55,45.657,0,76.62,3.12454,0,76.24,2.3696
0,31.6,0.85862,-100,55,48.053,0,76.4,3.05334,0,76.22,2.56596
0,31.5,0.86414,-100,54,46.913,0,76.24,2.6875,0,50.86,2.3757
0,31.72,0.92082,-100,50,46.545,0,76.2,2.42678,0,51.34,2.25672
0,30.48,0.98098,-100,52,47.153,0,101.34,3.04532,0,50.58,1.95332
0,30.44,0.94804,-100,52,46.703,0,101.8,3.21592,0,76.3,2.08034
0,50.36,1.04936,-100,50,44.739,0,76.4,3.16012,0,75.06,1.82612
0,30.42,0.92328,-100,51,44.3,0,76.94,3.67962,0,76.96,1.97866
0,30.34,0.92134,-100,60,45.51,0,76.42,3.97372,0,76.38,2.09258
0,30.46,0.92706,-100,52,46.7,0,76.58,4.90838,0,76.32,1.95556
0,38.18,0.99072,-100,56,46.695,0,76.88,4.85018,0,76.48,2.22634
0,37.26,1.04106,-100,61,45.043,0,77.2,4.67842,0,76.56,2.3826
0,37.22,0.9426,-100,59,47.014,0,76.64,5.4627,0,76.2,2.40506
0,37.78,1.34336,-100,56,45.439,0,76.52,5.73924,0,76.38,2.57688
0,76.12,1.34998,-100,55,47.017,0,76.52,6.31114,0,76.4,2.7531
0,37.2,0.9833,-100,61,45.537,0,76.84,5.84134,0,76.42,2.51136
0,38.28,1.03166,-100,60,45.052,0,76.66,6.11842,0,76.4,2.77594
0,38.7,1.00948,-100,60,45.967,0,76.68,6.3101,0,76.34,2.77784
0,37.82,1.16152,-100,58,46.259,0,76.8,6.73224,0,76.32,2.8903
0,37.72,0.95238,-100,57,45.265,0,76.86,6.7796,0,77.36,2.6156
0,42.64,1.00226,-100,57,46.391,0,76.5,7.04726,0,76.18,2.61608
0,51.04,1.26092,-100,59,44.894,0,77.04,7.32096,0,76.32,2.60178
0,42.26,1.0454,-100,57,45.503,0,77.14,6.55618,0,76.24,2.64382
0,59.82,1.30952,-100,57,45.041,0,76.68,7.82126,0,76.44,3.00958
0,37.76,1.21854,-100,65,46.421,0,76.64,7.73636,0,76.46,3.2528
0,37.74,0.91844,-100,59,45.794,0,76.78,6.3197,0,76.92,3.6488
0,38.5,0.94168,-100,55,45.809,0,76.78,6.02362,0,76.24,3.66326
0,38.26,0.82002,-100,54,45.199,0,76.74,5.30112,0,76.42,3.7264
0,37.64,0.84718,-100,57,46.417,0,76.76,4.88294,0,76.52,3.90608
0,38,1.05716,-100,53,45.036,0,76.66,5.3546,0,76.72,4.23468
0,60.84,1.06814,-100,55,46.378,0,76.56,5.43198,0,76.72,3.76732
0,37.5,0.82422,-100,54,46.253,0,76.66,5.70494,0,76.56,3.63552
0,37.66,0.77842,-100,57,46.113,0,76.68,6.08844,0,76.42,4.44506
0,50.32,1.01742,-100,58,45.822,0,77,5.92968,0,76.38,4.63366
0,37.68,0.9006,-100,57,45.664,0,77,5.5821,0,76.72,4.67118
0,37.98,0.92166,-100,57,45.908,0,76.58,5.19674,0,76.62,4.22366
0,37.76,0.96566,-100,58,45.43,0,76.84,5.728,0,76.82,4.50322
0,37.84,1.1158,-100,53,44.736,0,76.74,6.26652,0,76.84,3.95776
0,37.66,0.93368,-100,63,45.137,0,76.78,6.13918,0,76.56,3.66336
0,37.74,0.98108,-100,61,46.536,0,76.66,6.83952,0,76.58,4.09256
0,50.58,1.04512,-100,58,46.102,0,76.7,6.51812,0,76.72,3.98876
0,37.76,0.95292,-100,58,46.119,0,76.7,6.64674,0,76.86,4.0899
0,37.68,0.8644,-100,56,46.396,0,76.88,7.2949,0,76.78,4.18428
0,37.96,1.03194,-100,59,45.252,0,76.88,6.98378,0,76.78,4.31814
0,38.3,1.1136,-100,61,46.376,0,76.7,8.10432,0,76.78,4.20092
0,38.52,1.04236,-100,58,46.276,0,76.84,7.9003,0,76.56,3.85214
0,75.58,1.14354,-100,57,46.984,0,101.68,8.4127,0,76.64,4.09182
0,38.34,1.23154,-100,62,46.748,0,76.64,9.03124,0,76.66,3.9916
0,50.72,1.08542,-100,61,46.612,0,101.34,9.03136,0,76.36,3.06166
0,37.78,0.91302,-100,56,45.551,0,76.68,10.1201,0,76.44,2.383
0,50.3,0.8621,-100,61,44.697,0,76.68,9.85898,0,76.36,2.286
0,38.52,0.76846,-100,59,46.573,0,76.98,9.70158,0,76.66,2.05948
0,37.76,0.69532,-100,56,45.937,0,76.96,9.07256,0,76.62,2.22068
0,37.72,0.69764,-100,55,45.57,0,76.86,8.81508,0,101.04,2.43738
0,37.48,0.6778,-100,54,45.188,0,76.42,8.40508,0,101.34,2.69538
0,29.74,0.54,-100,61,46.105,0,76.92,8.81242,0,101.74,2.3653
0,50.9,0.54982,-100,54,45.94,0,76.84,9.14356,0,101.18,2.23424
0,25.42,0.53868,-100,52,46.538,0,76.88,9.30802,0,101.92,2.2061
0,25.74,0.54292,-100,55,46.926,0,76.74,8.61474,0,102.54,1.90784
0,25.66,0.58606,-100,53,46.441,0,76.9,8.34278,0,101.12,1.57568
0,25.84,0.61034,-100,55,45.191,0,101.46,8.55742,0,101.86,1.14728
0,37.96,0.58036,-100,56,45.647,0,101.24,8.34642,0,102.22,1.50072
0,9.14,0.53064,-100,59,46.854,0,101.88,8.70732,0,76.26,1.60122
0,6,0.54032,-100,56,47.145,0,101.68,8.91382,0,76.24,1.59724
0,24.6,0.62584,-100,59,46.408,0,100.74,7.7188,0,76.16,1.71966
0,24.8,0.6281,-100,59,45.35,0,102.04,7.60372,0,75.88,1.84378
0,37.64,0.67124,-100,52,47.367,0,101.14,7.9038,0,76.44,1.93506
0,51.36,0.69028,-100,52,47.295,0,76.96,7.88824,0,76.22,2.13056
0,49.98,0.65722,-100,58,46.937,0,76.74,8.25566,0,76.12,2.21514
0,50.24,0.62244,-100,55,45.719,0,76.94,8.87482,0,76.32,2.2601
0,50.54,0.60488,-100,60,46.111,0,87.28,7.93438,0,76.1,1.86158
0,50.14,0.68478,-100,57,45.94,0,76.88,7.22032,0,50.68,1.84578
0,25.04,0.6458,-100,63,47.314,0,76.92,6.78666,0,75.62,1.90584
0,30.28,0.76682,-100,56,46.248,0,76.52,7.01016,0,76.18,2.16082
0,29.82,0.77742,-100,53,46.401,0,77.2,5.98422,0,76.28,1.995
0,29.66,0.72892,-100,53,46.238,0,76.68,5.80364,0,76.64,1.95218
0,24.64,0.60964,-100,61,46.251,0,76.68,5.89224,0,76.48,1.8922
0,24.8,0.64116,-100,50,45.792,0,101.56,6.17864,0,76.18,1.72932
0,24.7,0.63844,-100,50,44.825,0,87.08,5.4211,0,76.16,1.8144
0,24.88,0.70306,-100,50,47,0,86.14,5.0795,0,76.32,1.80812
0,24.78,0.70384,-100,58,46.114,0,85.58,4.67972,0,76.52,1.74252
0,24.62,0.7303,-100,57,46.691,0,101.02,5.57826,0,76.1,2.23872
0,25.66,0.67618,-100,55,47.393,0,101.48,4.96604,0,76.36,2.56248
0,25.3,0.58734,-100,58,47.536,0,86.2,4.33588,0,76.24,2.55634
0,24.6,0.5127,-100,54,46.538,0,86,4.1821,0,76.32,2.5037
0,37.4,0.67968,-100,55,47.299,0,86.08,4.00268,0,76.6,2.18516
0,37.2,0.72974,-100,55,46.403,0,76.1,4.2653,0,76.04,2.53542
0,30,0.58448,-100,58,45.216,0,76.24,3.87786,0,76.16,3.04276
0,29.84,0.61152,-100,58,46.256,0,76.54,3.82496,0,76,3.15702
0,29.74,0.66878,-100,53,45.499,0,76.48,3.88126,0,76.2,3.1294
0,29.88,0.63292,-100,51,45.788,0,75.86,3.83064,0,76.24,3.32666
0,29.86,0.69878,-100,50,45.35,0,101.62,3.68014,0,75.56,3.00422
0,18.24,0.56622,-100,50,47.292,0,101.14,3.31788,0,60.8,2.9327
0,16.08,0.47034,-100,50,47.3,0,102.36,3.1321,0,42.54,2.68726
0,38.16,0.52014,-100,53,46.553,0,101.68,3.59714,0,75.86,2.51224
0,38.1,0.5637,-100,51,46.25,0,76.28,3.38854,0,76.02,2.45206
0,21.98,0.57894,-100,51,46.55,0,76.64,3.41346,0,75.84,2.63048
0,21.9,0.54566,-100,51,46.245,0,76.3,2.64556,0,76.5,2.50272
0,21.82,0.47518,-100,53,46.701,0,76.28,2.57854,0,76.72,2.68904
0,37.36,0.5187,-100,54,46.396,0,75.9,2.5433,0,75.58,2.86648
0,37.58,0.55476,-100,50,46.088,0,76.38,2.51046,0,75.98,3.01652
0,38.72,0.59958,-100,50,45.5,0,51.78,2.51906,0,75.78,2.78936
0,39.08,0.5928,-100,50,48.2,0,51.44,2.56576,0,51.36,2.69944
0,39.18,0.66338,-100,50,47.9,0,51.04,2.42688,0,51.26,2.7867
0,75.82,0.59502,-100,52,46.402,0,51.36,1.97944,0,51.48,2.9279
0,38.9,0.60586,-100,51,45.951,0,51.18,2.30512,0,76.3,2.83114
0,40.56,0.772,-100,50,45.95,0,38.78,2.30024,0,76.42,3.06486
0,40.58,0.87274,-100,52,46.362,0,50.98,2.42866,0,75.6,3.19782
0,40.38,0.78904,-100,50,45.934,0,38.82,2.2,0,75.74,3.06614
0,25.3,0.59162,-100,50,45.35,0,38.76,2.28636,0,75.78,2.90374
0,25.4,0.58154,-100,52,47.152,0,51.34,2.4159,0,51.5,3.1494
0,25.4,0.5392,-100,50,45.641,0,51.24,2.29858,0,51.62,2.8381
0,21.68,0.54842,-100,50,46.55,0,51.44,2.31674,0,51.38,3.00022
0,25.04,0.52956,-100,58,46.103,0,76.66,2.74716,0,51.5,2.89228
0,25,0.5671,-100,50,46.399,0,76.24,2.70526,0,51.52,2.5592
0,21.5,0.60006,-100,52,47.898,0,76.8,2.2632,0,51.62,2.71852
0,21.56,0.53288,-100,53,46.385,0,51.2,2.24816,0,51.14,2.85698
0,20.38,0.50486,-100,59,47.328,0,51.76,2.47386,0,51.32,3.23726
0,20.42,0.4784,-100,60,46.107,0,51.12,2.19942,0,51.42,2.7111
0,20.44,0.58486,-100,58,47.447,0,51.04,1.98232,0,60.9,2.78086
0,22.42,0.60222,-100,58,46.38,0,51,1.82916,0,51.32,2.88894
0,22.44,0.61544,-100,57,47.298,0,51.28,1.86832,0,51.34,2.8805
0,21.86,0.4978,-100,58,45.334,0,51.2,1.7341,0,51.24,2.58852
0,19.98,0.49564,-100,60,47.167,0,51.42,1.62926,0,52.56,2.4569
0,19.94,0.62264,-100,61,46.264,0,51.12,1.54712,0,75.94,2.71604
0,19.98,0.65944,-100,61,46.982,0,50.86,1.60614,0,51.38,2.53842
0,25.62,0.52716,-100,52,45.779,0,50.88,1.30022,0,51.18,2.4579
0,25.48,0.56424,-100,54,45.65,0,37.66,1.28456,0,51.38,2.37626
0,25.24,0.60868,-100,52,46.703,0,21.68,1.29788,0,51.52,2.51168
0,17.32,0.51984,-100,56,46.843,0,25.72,1.38886,0,51.2,2.2581
0,31.12,0.49468,-100,50,45.35,0,27.48,1.40034,0,77.12,2.3981
0,31.28,0.4835,-100,50,45.2,0,50.28,1.47158,0,76.82,2.28682
0,31.16,0.5591,-100,50,46.25,0,51.4,1.43726,0,76.76,2.67156
0,31.24,0.6755,-100,50,45.648,0,50.34,1.38842,0,75.42,2.43996
0,51.08,0.74924,-100,55,46.552,0,76.08,1.45094,0,75.96,2.45634
0,31.6,0.76994,-100,52,46.247,0,76.04,1.51842,0,51.26,2.52538
0,31.56,0.72962,-100,53,47.3,0,75.56,1.48496,0,51.44,2.96318
0,31.48,0.79168,-100,55,46.106,0,32.1,1.38422,0,51.32,2.82484
0,42.88,0.99748,-100,56,46.406,0,30.96,1.46946,0,51.34,3.43386
0,31.56,0.83208,-100,53,46.009,0,31.16,1.56506,0,51.54,3.15296
