Minimum Sense Count,Maximum Sense Count,Mean Sense Count,Minimum Fitness,Maximum Fitness,Mean Fitness,Minimum Function Calls,Maximum Function Calls,Mean Function Calls,Minimum Function Forks,Maximum Function Forks,Mean Function Forks,Minimum Function Calls & Forks,Maximum Function Calls & Forks,Mean Funciton Calls & Forks,Minimum Guess0 Count,Maximum Guess0 Count,Mean Guess0 Count,Minimum Guess1 Count,Maximum Guess1 Count,Mean Guess1 Count
0,79.58,22.96,-100,104.87,73.0439,0,8060,1237.48,0,0,0,0,8060,1237.48,0,38.52,2.0031,0,108.66,6.44098
0,53.96,22.4358,-100,104.89,74.3418,0,7870,1242.92,0,0,0,0,7870,1242.92,0,38.62,1.85678,0,81.38,6.88152
0,78.42,22.8297,-100,104.81,72.5332,0,4029,1208.49,0,0,0,0,4029,1208.49,0,38.24,1.90674,0,81.22,6.5168
0,70.02,22.3131,-100,104.87,71.2705,0,5324,1203.26,0,0,0,0,5324,1203.26,0,30.14,2.01826,0,81.3,6.35576
0,80.1,21.405,-100,104.79,70.6976,0,7651,1198.34,0,0,0,0,7651,1198.34,0,31.7,1.94222,0,81.48,7.189
0,78.86,21.5485,-100,104.81,68.9944,0,4013,1221.23,0,0,0,0,4013,1221.23,0,29.26,1.9523,0,81.32,7.48726
0,53.92,22.0482,-100,104.81,71.5112,0,4028,1239.97,0,0,0,0,4028,1239.97,0,25.4,1.95156,0,81.46,7.97896
0,78.84,22.2798,-100,104.85,73.0221,0,7991,1228.44,0,0,0,0,7991,1228.44,0,33.16,2.08808,0,81.44,7.324
0,53.66,21.335,-100,104.9,71.3285,0,7851,1238.17,0,0,0,0,7851,1238.17,0,34.76,1.94648,0,81.86,7.9841
0,72.96,21.4252,-100,104.81,71.567,0,7943,1252.37,0,0,0,0,7943,1252.37,0,35.26,1.9955,0,81.6,8.00294
0,73.22,21.2163,-100,104.85,69.9358,0,7964,1276.37,0,0,0,0,7964,1276.37,0,52.86,1.95854,0,81.48,7.73052
0,79.24,21.5887,-100,104.83,70.6123,0,8111,1258.87,0,0,0,0,8111,1258.87,0,31.8,2.01394,0,108.7,7.13498
0,78.88,22.2524,-100,104.78,69.0733,0,8086,1240.09,0,0,0,0,8086,1240.09,0,44.36,1.94884,0,81.4,6.82424
0,79.28,21.5064,-100,104.84,69.3633,0,7949,1235.53,0,0,0,0,7949,1235.53,0,25.36,1.85638,0,80.96,7.18772
0,78.7,21.9709,-100,104.84,71.3789,0,7987,1249.9,0,0,0,0,7987,1249.9,0,30.02,2.00066,0,81.74,6.95564
0,78.94,22.1346,-100,104.86,71.9639,0,8075,1311.81,0,0,0,0,8075,1311.81,0,30.3,2.08114,0,81.48,7.15298
0,79.6,22.7653,-100,104.87,71.9068,0,5352,1281.19,0,0,0,0,5352,1281.19,0,30.14,2.1683,0,81.4,6.91734
0,80.22,22.6709,-100,104.85,72.5015,0,4033,1275.07,0,0,0,0,4033,1275.07,0,39.14,2.16414,0,81.86,7.21888
0,79.98,22.1795,-100,104.81,70.2729,0,8071,1250.95,0,0,0,0,8071,1250.95,0,20.98,1.82278,0,81.62,7.3103
0,77.02,21.2052,-100,104.8,67.9348,0,8092,1255.78,0,0,0,0,8092,1255.78,0,18.36,1.88194,0,82.2,7.63578
0,95.14,21.1714,-100,104.8,69.4185,0,8033,1234.58,0,0,0,0,8033,1234.58,0,19.82,1.90238,0,81.84,7.31
0,78.88,20.3826,-100,104.89,68.7676,0,7878,1233.43,0,0,0,0,7878,1233.43,0,19.78,1.97754,0,81.16,7.48852
0,77.28,20.1708,-100,104.82,69.1628,0,7842,1209.58,0,0,0,0,7842,1209.58,0,30.56,2.04546,0,107.62,7.32452
0,70,20.6445,-100,104.79,70.1218,0,7979,1202.14,0,0,0,0,7979,1202.14,0,22.8,2.14608,0,108.2,6.82364
0,52.82,20.5875,-100,104.8,68.2458,0,4024,1204.6,0,0,0,0,4024,1204.6,0,40.94,2.05474,0,81.52,6.89178
0,79.08,20.1166,-100,104.82,68.8936,0,7834,1227,0,0,0,0,7834,1227,0,41.14,2.1325,0,81.72,7.59928
0,77.42,20.1475,-100,104.88,68.7484,0,7833,1214.25,0,0,0,0,7833,1214.25,0,40.84,2.10672,0,81.98,7.64386
0,78.74,20.5163,-100,104.88,71.282,0,8044,1255.62,0,0,0,0,8044,1255.62,0,25.62,2.21112,0,81.54,8.06086
0,78.86,20.7406,-100,104.87,71.2988,0,8127,1224.46,0,0,0,0,8127,1224.46,0,22.5,2.20774,0,81.46,7.5195
0,77.44,20.7695,-100,104.88,71.146,0,4022,1189.35,0,0,0,0,4022,1189.35,0,18.66,2.07684,0,81.46,7.14792
0,78,20.5507,-100,104.79,72.1705,0,8133,1206.47,0,0,0,0,8133,1206.47,0,20.12,2.1795,0,81.64,7.35924
0,79.76,21.2964,-100,104.81,70.8154,0,7977,1220.22,0,0,0,0,7977,1220.22,0,22.06,2.24024,0,108.8,7.50326
0,79.26,21.0823,-100,104.86,69.8947,0,4018,1215.96,0,0,0,0,4018,1215.96,0,21.74,2.23874,0,107.48,7.8097
0,79.54,20.7615,-100,104.78,70.1403,0,8094,1158.69,0,0,0,0,8094,1158.69,0,31.14,2.14282,0,82.02,7.13346
0,78.68,21.1218,-100,104.79,69.0337,0,8085,1169.8,0,0,0,0,8085,1169.8,0,26.98,2.14154,0,81.64,6.56614
0,67.04,20.8602,-100,104.8,70.2734,0,4031,1161.27,0,0,0,0,4031,1161.27,0,24.3,2.1687,0,81.68,6.9129
0,78.14,20.8761,-100,104.82,70.2755,0,4024,1168.22,0,0,0,0,4024,1168.22,0,26.6,2.3344,0,81.58,7.46076
0,77.64,21.706,-100,104.87,71.4369,0,4032,1191.37,0,0,0,0,4032,1191.37,0,33.48,2.5288,0,81.66,7.2288
0,79.52,21.5373,-100,104.85,70.1114,0,7038,1192.5,0,0,0,0,7038,1192.5,0,27.62,2.38404,0,81.62,6.96456
0,81.14,22.0004,-100,104.81,69.7789,0,7051,1222.27,0,0,0,0,7051,1222.27,0,43.12,2.42518,0,81.68,7.33306
0,78.74,21.5978,-100,104.75,70.4767,0,7078,1206.16,0,0,0,0,7078,1206.16,0,33.02,2.32628,0,81.8,7.51136
0,78.46,21.9949,-100,104.45,70.1797,0,7917,1236.77,0,0,0,0,7917,1236.77,0,34.18,2.27202,0,81.52,7.47846
0,78.9,21.667,-100,104.75,70.5275,0,7929,1281.66,0,0,0,0,7929,1281.66,0,34.32,2.20424,0,81.5,7.84492
0,68.04,21.3648,-100,104.79,69.3654,0,6485,1234.41,0,0,0,0,6485,1234.41,0,22.56,2.06562,0,81.16,7.7671
0,79.28,21.5469,-100,104.48,69.7465,0,4024,1217.52,0,0,0,0,4024,1217.52,0,38.22,2.06648,0,81.6,7.46256
0,77.36,21.7773,-100,104.78,68.5098,0,8075,1232.32,0,0,0,0,8075,1232.32,0,29.82,1.94984,0,81.24,7.3365
0,79.46,21.5125,-100,104.74,68.3388,0,7279,1219.94,0,0,0,0,7279,1219.94,0,26.8,1.96284,0,81.42,7.21104
0,78.88,22.4745,-100,104.75,69.1551,0,7272,1232.19,0,0,0,0,7272,1232.19,0,25.9,2.09676,0,81.34,6.7622
0,79.44,21.6007,-100,104.73,68.3711,0,7206,1219.87,0,0,0,0,7206,1219.87,0,54.94,2.14358,0,81.32,6.9095
0,68.78,21.6648,-100,104.82,69.8449,0,8075,1250.67,0,0,0,0,8075,1250.67,0,37.12,1.92204,0,81.42,7.38338
0,79.26,21.4266,-100,104.75,70.9435,0,4633,1218.41,0,0,0,0,4633,1218.41,0,34.28,2.10324,0,121.88,7.42842
0,79.24,21.3814,-100,104.86,70.6981,0,4663,1204.94,0,0,0,0,4663,1204.94,0,30.42,2.1091,0,81.44,6.91528
0,81.18,22.27,-100,104.73,71.2937,0,6844,1222.73,0,0,0,0,6844,1222.73,0,38.3,2.0965,0,80.94,6.97678
0,71.4,21.7093,-100,104.75,71.0122,0,7873,1223.49,0,0,0,0,7873,1223.49,0,36.84,2.02696,0,81.54,7.12858
0,77.56,21.2845,-100,104.85,70.3184,0,8120,1231.05,0,0,0,0,8120,1231.05,0,34.06,2.02268,0,81.48,7.58462
0,70.6,22.0935,-100,104.73,70.7947,0,8012,1213.44,0,0,0,0,8012,1213.44,0,38.42,1.9497,0,81.3,6.71186
0,78.38,21.6165,-100,104.71,68.6317,0,4022,1179.11,0,0,0,0,4022,1179.11,0,40.58,1.94912,0,81.48,6.61354
0,69.7,20.9705,-100,104.7,70.1407,0,4670,1155.23,0,0,0,0,4670,1155.23,0,34.22,1.74436,0,81.86,6.72636
0,78.08,21.267,-100,104.72,69.4423,0,8044,1174.4,0,0,0,0,8044,1174.4,0,41.08,1.84132,0,81.58,6.7836
0,66.92,21.4246,-100,104.82,71.088,0,7123,1186.71,0,0,0,0,7123,1186.71,0,20.32,1.82096,0,81.56,7.02482
0,78.26,20.9276,-100,104.74,68.8788,0,8039,1216.39,0,0,0,0,8039,1216.39,0,32.02,1.88388,0,81.3,7.0084
0,102.84,20.9207,-100,99,68.678,0,7863,1149.35,0,0,0,0,7863,1149.35,0,25.36,1.7926,0,80.7,6.51744
0,77.56,21.1548,-100,104.77,70.6515,0,7989,1147.24,0,0,0,0,7989,1147.24,0,23.96,1.80044,0,81.58,6.3892
0,67.08,21.068,-100,104.69,70.5907,0,7925,1158.61,0,0,0,0,7925,1158.61,0,53.78,1.9129,0,81.7,6.69996
0,78.02,21.2119,-100,104.76,71.4679,0,8084,1163.55,0,0,0,0,8084,1163.55,0,43.94,1.87282,0,81.7,6.62656
0,78.16,21.1194,-100,104.79,72.5895,0,7895,1160.75,0,0,0,0,7895,1160.75,0,39.92,1.76578,0,81.46,6.23854
0,54.66,21.3014,-100,104.83,70.7336,0,6740,1152.06,0,0,0,0,6740,1152.06,0,44.1,1.85264,0,81.54,6.43776
0,77.78,21.5889,-100,104.86,72.1009,0,7814,1175.82,0,0,0,0,7814,1175.82,0,44.56,1.93004,0,81.66,6.42078
0,70.1,20.9948,-100,104.84,71.4788,0,7890,1184.08,0,0,0,0,7890,1184.08,0,26.64,1.80416,0,81.72,7.06138
0,52.74,21.1597,-100,104.84,71.0265,0,7845,1233.35,0,0,0,0,7845,1233.35,0,20.62,1.64256,0,81.78,7.4131
0,61.94,21.6239,-100,104.81,71.7678,0,6003,1221.64,0,0,0,0,6003,1221.64,0,26.12,1.80872,0,81.54,7.53106
0,52.5,21.911,-100,104.85,71.8081,0,7882,1250.94,0,0,0,0,7882,1250.94,0,53.74,1.8393,0,81.38,7.03548
0,77.42,21.7807,-100,104.82,70.5854,0,5360,1234.79,0,0,0,0,5360,1234.79,0,53.54,1.76386,0,81.72,7.03654
0,75.1,21.5498,-100,104.87,70.2266,0,7597,1259.52,0,0,0,0,7597,1259.52,0,31.5,1.8117,0,81.76,7.60728
0,51.96,21.3147,-100,99,69.214,0,7872,1242.89,0,0,0,0,7872,1242.89,0,33.44,1.84922,0,81.64,7.68386
0,78.98,22.215,-100,104.9,70.9317,0,8057,1251.47,0,0,0,0,8057,1251.47,0,27.62,1.93544,0,81.68,7.14252
0,76.14,21.4562,-100,104.78,68.8157,0,8059,1253.76,0,0,0,0,8059,1253.76,0,40.74,1.8172,0,81.54,7.3667
0,55.42,22.0946,-100,104.78,71.1708,0,8113,1281.03,0,0,0,0,8113,1281.03,0,38.82,1.85854,0,81.48,7.61042
0,78.82,22.0359,-100,104.89,71.1772,0,8078,1283.55,0,0,0,0,8078,1283.55,0,27.76,1.8267,0,81.62,8.2215
0,77.08,21.6736,-100,104.88,70.2281,0,5351,1372.71,0,0,0,0,5351,1372.71,0,40.44,1.80776,0,108.08,9.92374
0,78.96,22.3714,-100,104.38,69.4274,0,4042,1295.19,0,0,0,0,4042,1295.19,0,28.42,1.9102,0,107.76,8.23748
0,73.1,22.0788,-100,104.68,70.5997,0,8105,1307.87,0,0,0,0,8105,1307.87,0,45.06,1.90672,0,81.92,7.94838
0,74.38,22.598,-100,104.89,70.5741,0,7880,1332.64,0,0,0,0,7880,1332.64,0,44.52,1.88816,0,108.1,8.75396
0,78.62,22.2238,-100,104.89,71.0216,0,5328,1367.63,0,0,0,0,5328,1367.63,0,26.62,1.77068,0,82.04,9.75578
0,63.46,22.4946,-100,104.78,69.5118,0,8056,1354.09,0,0,0,0,8056,1354.09,0,25.96,1.72668,0,81.74,8.77662
0,53.72,22.3904,-100,104.87,70.623,0,8055,1350.82,0,0,0,0,8055,1350.82,0,54.28,1.9565,0,81.7,8.58334
0,79.48,23.0753,-100,104.83,71.3298,0,8063,1328.13,0,0,0,0,8063,1328.13,0,37.52,1.96922,0,81.54,7.80094
0,78.6,23.0313,-100,104.81,71.9562,0,4822,1340.8,0,0,0,0,4822,1340.8,0,24.8,1.74134,0,81.5,8.40142
0,78.86,23.1651,-100,104.77,71.5172,0,7960,1331.59,0,0,0,0,7960,1331.59,0,27.1,1.8228,0,81.72,7.8206
0,78.46,23.0971,-100,104.72,72.5009,0,7951,1375.75,0,0,0,0,7951,1375.75,0,41.04,1.74646,0,81.7,8.15354
0,79.64,22.166,-100,104.8,69.628,0,8026,1391.07,0,0,0,0,8026,1391.07,0,40.96,1.79248,0,81.66,9.32908
0,63.52,23.0391,-100,104.72,73.2512,0,5349,1367.51,0,0,0,0,5349,1367.51,0,15.92,1.63206,0,81.58,8.66394
0,77.98,22.8026,-100,104.77,72.3775,0,4033,1326.18,0,0,0,0,4033,1326.18,0,23.74,1.74896,0,81.4,8.16682
0,77.9,23.4589,-100,104.86,72.0587,0,8073,1395.73,0,0,0,0,8073,1395.73,0,23.76,1.76332,0,81.54,8.62224
0,77.3,22.7154,-100,104.78,71.1497,0,8041,1394.51,0,0,0,0,8041,1394.51,0,24.42,1.72392,0,81.46,9.03926
0,78.88,22.6938,-100,104.81,70.6368,0,8078,1407.6,0,0,0,0,8078,1407.6,0,40.24,1.77004,0,81.6,9.03698
0,58.06,22.3414,-100,104.67,71.1787,0,8106,1408.68,0,0,0,0,8106,1408.68,0,50.96,1.8092,0,81.76,9.40476
0,79.22,22.4318,-100,104.79,71.3278,0,8022,1378.97,0,0,0,0,8022,1378.97,0,51.04,1.83716,0,81.66,9.4708
0,79.32,22.1254,-100,104.81,69.0582,0,8045,1373.14,0,0,0,0,8045,1373.14,0,16.84,1.69634,0,81.58,8.93294
0,79.48,22.3188,-100,104.92,72.2099,0,7872,1339.5,0,0,0,0,7872,1339.5,0,53.7,1.92406,0,107.84,8.95704
0,79.32,22.2652,-100,104.92,71.5746,0,8074,1309.65,0,0,0,0,8074,1309.65,0,54.68,1.94056,0,81.7,8.0966
0,79.14,23.1093,-100,104.85,71.5548,0,6960,1303.49,0,0,0,0,6960,1303.49,0,54.44,2.03006,0,81.48,7.42502
0,79.36,23.2426,-100,104.92,71.5186,0,8092,1333.64,0,0,0,0,8092,1333.64,0,40.5,1.90378,0,81.86,7.95944
0,78.92,23.6801,-100,104.9,72.815,0,7937,1287.98,0,0,0,0,7937,1287.98,0,26,1.89984,0,108.42,6.97766
0,105.5,23.7326,-100,104.87,73.855,0,7960,1315.16,0,0,0,0,7960,1315.16,0,22.98,1.87998,0,81.6,7.54848
0,104.06,23.2682,-100,104.9,72.2683,0,8039,1268.73,0,0,0,0,8039,1268.73,0,40.58,1.9178,0,81.74,7.14958
0,104.16,23.549,-100,104.81,72.5936,0,8085,1240.56,0,0,0,0,8085,1240.56,0,21.52,1.82072,0,81.76,6.74632
0,104.46,23.23,-100,104.86,72.6874,0,7733,1237.05,0,0,0,0,7733,1237.05,0,18.94,1.71776,0,81.34,6.7633
0,103.7,23.3049,-100,104.82,72.9756,0,4035,1274.24,0,0,0,0,4035,1274.24,0,39.7,1.87286,0,81.5,7.23184
0,103.9,23.6775,-100,104.77,74.6603,0,8073,1250.42,0,0,0,0,8073,1250.42,0,52.56,2.12374,0,81.3,6.65028
0,103.76,22.9461,-100,104.85,74.2627,0,4018,1256.47,0,0,0,0,4018,1256.47,0,31.08,2.07124,0,81.52,7.227
0,91.84,23.0148,-100,104.9,75.2429,0,4062,1285.62,0,0,0,0,4062,1285.62,0,40.38,2.00578,0,81.54,7.485
0,55.62,22.8297,-100,104.79,73.1627,0,8097,1321.95,0,0,0,0,8097,1321.95,0,54.4,1.95436,0,81.76,7.84114
0,76.74,22.8328,-100,104.73,72.4803,0,4024,1272.93,0,0,0,0,4024,1272.93,0,25.76,1.94416,0,81.58,7.57024
0,54.38,22.3508,-100,104.74,72.8487,0,7996,1288.16,0,0,0,0,7996,1288.16,0,39.94,1.95514,0,107.08,7.95522
0,77.26,22.3953,-100,104.82,72.2231,0,8020,1288.29,0,0,0,0,8020,1288.29,0,36.42,1.85802,0,81.5,7.9812
0,79.14,22.202,-100,104.8,72.4338,0,7825,1321.49,0,0,0,0,7825,1321.49,0,30.14,1.80128,0,82,8.4549
0,79.02,22.4787,-100,104.65,72.8376,0,8078,1309.59,0,0,0,0,8078,1309.59,0,25.5,1.82458,0,81.58,7.66014
0,63.4,21.8227,-100,104.87,70.0852,0,8108,1317.48,0,0,0,0,8108,1317.48,0,25.82,1.74322,0,81.66,8.27956
0,55.4,22.1505,-100,104.78,69.9038,0,8089,1284.99,0,0,0,0,8089,1284.99,0,32.14,1.9019,0,81.74,7.66426
0,53.34,21.8925,-100,104.92,71.0389,0,5370,1314.56,0,0,0,0,5370,1314.56,0,32.18,1.95452,0,101.42,8.22016
0,79.02,21.5476,-100,99,68.987,0,8055,1360.32,0,0,0,0,8055,1360.32,0,40.34,1.83758,0,81.66,9.48018
0,79.44,22.2915,-100,104.76,71.092,0,8005,1392.79,0,0,0,0,8005,1392.79,0,40.52,1.98842,0,81.58,9.43934
0,72.26,23.0232,-100,104.83,72.946,0,8042,1324.85,0,0,0,0,8042,1324.85,0,38.88,2.19544,0,81.5,7.98326
0,78.94,22.574,-100,104.93,71.8764,0,8027,1384.28,0,0,0,0,8027,1384.28,0,30.18,2.05896,0,81.88,8.7322
0,72.34,23.4791,-100,104.79,73.955,0,8041,1366.12,0,0,0,0,8041,1366.12,0,22.08,2.0185,0,81.98,8.0736
0,78.72,23.2997,-100,104.85,74.13,0,8032,1376.52,0,0,0,0,8032,1376.52,0,21.32,1.97088,0,81.84,8.1852
0,79.06,23.0805,-100,104.93,72.8501,0,5389,1384.68,0,0,0,0,5389,1384.68,0,22.52,1.90926,0,81.9,8.72138
0,77,22.8165,-100,99,73.418,0,7568,1385.18,0,0,0,0,7568,1385.18,0,18.68,1.96558,0,81.66,9.2779
0,81.2,23.0979,-100,104.82,71.2304,0,8080,1420.09,0,0,0,0,8080,1420.09,0,36.68,1.86906,0,81.5,9.43898
0,79.66,23.5834,-100,104.93,72.5726,0,8034,1414.88,0,0,0,0,8034,1414.88,0,54.08,2.19648,0,81.9,8.72818
0,79.1,22.7221,-100,104.93,71.5975,0,8083,1376.45,0,0,0,0,8083,1376.45,0,31.78,2.06604,0,81.66,8.4723
0,79.42,22.724,-100,104.91,70.7715,0,8022,1394.08,0,0,0,0,8022,1394.08,0,34.92,2.08784,0,81.64,8.60268
0,75.2,22.2607,-100,104.83,72.3395,0,8054,1441.99,0,0,0,0,8054,1441.99,0,53.9,2.21974,0,81.64,9.41438
0,74.3,23.8989,-100,104.92,73.7643,0,8042,1397.26,0,0,0,0,8042,1397.26,0,33.58,2.16056,0,81.46,8.12428
0,54.68,23.7135,-100,99,72.482,0,7879,1395.61,0,0,0,0,7879,1395.61,0,33.06,1.96644,0,81.72,8.2135
0,53.48,23.3364,-100,104.87,72.2272,0,8034,1452.75,0,0,0,0,8034,1452.75,0,32.52,2.05238,0,81.92,9.7599
0,77.2,23.4888,-100,104.87,73.0597,0,4800,1405.13,0,0,0,0,4800,1405.13,0,32.88,2.26494,0,81.94,9.52228
0,79.48,22.8803,-100,99,71.083,0,8043,1393.45,0,0,0,0,8043,1393.45,0,32.66,2.171,0,81.58,9.14626
0,78.54,22.7652,-100,104.82,70.7882,0,8039,1447.85,0,0,0,0,8039,1447.85,0,40.46,2.20434,0,81.72,9.40498
0,77.24,22.9121,-100,104.9,72.9646,0,8000,1433.06,0,0,0,0,8000,1433.06,0,40.62,2.4145,0,81.66,9.6534
0,79.42,23.0404,-100,104.68,74.4407,0,8039,1404.85,0,0,0,0,8039,1404.85,0,80.78,2.36318,0,81.84,8.78404
0,53.24,21.7378,-100,104.8,72.522,0,8062,1438.93,0,0,0,0,8062,1438.93,0,53.58,2.51338,0,81.78,10.3477
0,80.76,22.2641,-100,104.78,70.8008,0,7957,1387.99,0,0,0,0,7957,1387.99,0,40.76,2.52944,0,81.62,9.72864
0,79.98,21.4237,-100,99,71.291,0,7907,1390.31,0,0,0,0,7907,1390.31,0,64.3,2.63584,0,81.84,10.2774
0,79.2,21.4635,-100,104.79,69.2818,0,7954,1382.37,0,0,0,0,7954,1382.37,0,63.94,2.57908,0,81.92,9.87278
0,105.7,21.887,-100,104.98,71.9208,0,8078,1371.12,0,0,0,0,8078,1371.12,0,52.74,2.64686,0,81.58,10.0004
0,105.96,21.341,-100,104.81,72.0948,0,5366,1354.39,0,0,0,0,5366,1354.39,0,41.08,2.60186,0,81.74,10.2953
0,105.86,21.9465,-100,104.78,71.92,0,8011,1357.63,0,0,0,0,8011,1357.63,0,40.84,2.6007,0,81.48,9.79332
0,77.22,21.5393,-100,104.81,71.3979,0,8051,1384.1,0,0,0,0,8051,1384.1,0,80.36,2.88392,0,107.9,10.2612
0,52.42,21.8926,-100,104.82,73.5451,0,7973,1352.17,0,0,0,0,7973,1352.17,0,40.56,2.81074,0,81.9,9.56536
0,52.36,21.671,-100,99,72.765,0,7922,1406.97,0,0,0,0,7922,1406.97,0,40.84,2.66534,0,81.76,9.76274
0,77.24,21.6335,-100,104.82,71.687,0,7370,1366.13,0,0,0,0,7370,1366.13,0,40.42,2.7362,0,81.94,9.80398
0,81.02,21.2301,-100,104.79,71.8323,0,8030,1377.7,0,0,0,0,8030,1377.7,0,40.52,2.6976,0,82.12,10.5146
0,79.24,21.858,-100,104.75,71.5434,0,8056,1305.17,0,0,0,0,8056,1305.17,0,25.68,2.869,0,81.6,8.89768
0,77.8,21.0981,-100,104.91,72.0127,0,5375,1299.52,0,0,0,0,5375,1299.52,0,26.12,2.8839,0,81.78,9.45396
0,50.32,21.1478,-100,104.81,71.8452,0,7969,1329.64,0,0,0,0,7969,1329.64,0,54.9,2.87456,0,82.06,9.6707
0,102.2,21.2209,-100,104.69,71.2707,0,8036,1374.07,0,0,0,0,8036,1374.07,0,44.76,2.76076,0,81.9,9.92338
0,106.08,21.5473,-100,104.74,72.2997,0,8039,1345.79,0,0,0,0,8039,1345.79,0,44.1,3.00706,0,81.7,9.87158
0,78.48,20.9917,-100,104.72,71.5707,0,8065,1311.72,0,0,0,0,8065,1311.72,0,39.9,2.92118,0,81.86,9.69772
0,89.3,20.9625,-100,104.75,71.0798,0,8061,1331.01,0,0,0,0,8061,1331.01,0,37.2,2.86346,0,107.74,9.83174
0,79.06,20.6135,-100,104.77,72.3747,0,8028,1326.96,0,0,0,0,8028,1326.96,0,54.34,3.23002,0,107.58,9.83714
0,53.36,20.3647,-100,104.76,72.6628,0,7979,1345.22,0,0,0,0,7979,1345.22,0,36.48,3.08346,0,107.84,10.1853
0,78.64,20.5883,-100,104.83,72.817,0,7913,1336.49,0,0,0,0,7913,1336.49,0,32.26,3.4396,0,108.22,9.56528
0,77.96,21.4484,-100,104.83,75.5277,0,5345,1326.56,0,0,0,0,5345,1326.56,0,32.42,3.49136,0,81.6,9.01082
0,61.86,20.8906,-100,104.82,70.1604,0,5361,1319.17,0,0,0,0,5361,1319.17,0,31.64,3.1418,0,108.38,9.58818
0,104.9,22.4093,-100,104.78,73.8682,0,7861,1323.85,0,0,0,0,7861,1323.85,0,32.48,3.55422,0,81.48,8.34358
0,63.5,22.177,-100,104.75,75.0708,0,7937,1293.63,0,0,0,0,7937,1293.63,0,32.5,3.56638,0,81.82,8.09626
0,80.42,21.2923,-100,104.8,71.4057,0,5339,1341.89,0,0,0,0,5339,1341.89,0,46.62,3.1139,0,81.86,9.73862
0,79.06,21.6648,-100,104.83,73.6967,0,5367,1366.15,0,0,0,0,5367,1366.15,0,40.58,3.49882,0,81.44,9.7851
0,79.04,21.7868,-100,104.82,72.4102,0,7916,1349.87,0,0,0,0,7916,1349.87,0,40.84,3.45648,0,108.14,9.19748
0,77.16,21.0554,-100,104.79,72.2055,0,7807,1421.68,0,0,0,0,7807,1421.68,0,40.58,3.31104,0,108.44,10.543
0,77.1,21.0357,-100,99,69.989,0,7918,1451.74,0,0,0,0,7918,1451.74,0,39.8,3.14132,0,81.74,11.0217
0,76.96,21.0569,-100,104.8,71.441,0,8087,1435.39,0,0,0,0,8087,1435.39,0,31.72,3.16858,0,81.88,10.852
0,79.38,21.0285,-100,104.85,71.3236,0,5341,1383.76,0,0,0,0,5341,1383.76,0,54.38,3.10164,0,81.62,10.0075
0,81.26,20.9523,-100,104.8,72.2179,0,7934,1386.57,0,0,0,0,7934,1386.57,0,54.4,3.28784,0,82.1,10.258
0,79.46,21.1606,-100,104.75,72.6835,0,5342,1378.51,0,0,0,0,5342,1378.51,0,23.6,3.07682,0,81.98,9.88062
0,79.4,20.8217,-100,104.66,71.4291,0,7972,1378.75,0,0,0,0,7972,1378.75,0,31.14,2.95046,0,82,10.0401
0,103.8,21.2869,-100,104.7,72.6344,0,8086,1423.96,0,0,0,0,8086,1423.96,0,33.02,2.82308,0,81.66,10.7423
0,79.02,20.9764,-100,99,70.51,0,7956,1394.33,0,0,0,0,7956,1394.33,0,77.62,2.9551,0,81.86,10.4557
0,79.54,21.7506,-100,104.76,71.4233,0,5316,1360.02,0,0,0,0,5316,1360.02,0,78,2.83534,0,81.74,9.39304
0,53.02,21.5487,-100,104.83,71.1224,0,5354,1380.33,0,0,0,0,5354,1380.33,0,38.78,2.76164,0,82.2,9.9981
0,78.14,22.0091,-100,104.8,71.4182,0,8064,1421.75,0,0,0,0,8064,1421.75,0,54.44,2.62892,0,107.76,9.94966
0,78.02,21.9179,-100,99,71.765,0,8058,1395.97,0,0,0,0,8058,1395.97,0,38.2,3.092,0,81.5,9.68096
0,65.52,21.461,-100,104.82,71.2626,0,5373,1349.62,0,0,0,0,5373,1349.62,0,80.98,3.65458,0,81.44,9.138
0,78.78,21.7124,-100,104.81,72.967,0,5364,1315.2,0,0,0,0,5364,1315.2,0,54.54,3.8616,0,107.92,9.00962
0,65.08,21.3893,-100,104.7,72.3968,0,5326,1336.62,0,0,0,0,5326,1336.62,0,54.5,3.83794,0,81.58,9.27802
0,78.64,21.5175,-100,104.77,72.445,0,7562,1344.7,0,0,0,0,7562,1344.7,0,39.62,3.68362,0,107.64,9.46934
0,53.96,21.083,-100,104.79,69.8708,0,7936,1357.54,0,0,0,0,7936,1357.54,0,42.16,3.39462,0,108.26,10.2072
0,53.12,21.1075,-100,104.67,71.9075,0,7966,1382.53,0,0,0,0,7966,1382.53,0,41.6,3.58974,0,108.62,10.3702
0,58.72,20.6193,-100,99,70.769,0,5355,1382.12,0,0,0,0,5355,1382.12,0,27.02,3.52842,0,108.46,11.3054
0,53.18,21.172,-100,104.74,72.0574,0,5352,1380.7,0,0,0,0,5352,1380.7,0,35.94,3.76262,0,108.3,10.1496
0,79.32,21.6932,-100,99,72.21,0,8052,1337.55,0,0,0,0,8052,1337.55,0,37.46,3.7864,0,81.72,8.96006
0,78.96,21.8458,-100,104.73,72.4057,0,8058,1389.24,0,0,0,0,8058,1389.24,0,40.88,3.8542,0,81.56,9.46144
0,79.46,21.1425,-100,104.76,72.6221,0,8016,1377.68,0,0,0,0,8016,1377.68,0,32.7,4.09304,0,108.3,10.2811
